,date_time,return
248,s32d1005,0.038940208
249,s33d1005,-0.004892583
250,s34d1005,0.004241504
251,s35d1005,-0.010156641
252,s36d1005,0.02126683
253,s37d1005,0.005987784
254,s38d1005,-0.001613192
255,s39d1005,0.033128195
256,s40d1005,-0.002948113
257,s41d1005,0.025384956
258,s42d1005,0.023413307
259,s43d1005,0.04775601
260,s44d1005,0.026580883
261,s45d1005,0.017078381
262,s46d1005,-0.002353882
263,s47d1005,0.016753242
264,s48d1005,0.02698584
265,s49d1005,0.024554023
266,s50d1005,0.022724178
267,s51d1005,0.021415434
268,s52d1005,0.005869517
269,s53d1005,0.022220081
270,s0d1006,0.014315362
271,s1d1006,0.005948648
272,s2d1006,0.072711309
273,s3d1006,0.01821279
274,s4d1006,0.130939665
275,s5d1006,0.018475004
276,s6d1006,0.015977048
277,s7d1006,0.01915591
278,s8d1006,0.016103157
279,s9d1006,0.050914483
280,s10d1006,0.009192722
281,s11d1006,-0.006416881
282,s12d1006,0.029872261
283,s13d1006,0.013031408
284,s14d1006,0.055818112
285,s15d1006,0.066583123
286,s16d1006,0.009800094
287,s17d1006,0.022885144
288,s18d1006,0.078093499
289,s19d1006,0.020446208
290,s20d1006,0.095896816
291,s21d1006,0.006952382
292,s22d1006,0.024781875
293,s23d1006,0.017876495
294,s24d1006,0.020199269
295,s25d1006,0.045546849
296,s26d1006,0.018831086
297,s27d1006,-0.005995712
298,s28d1006,0.008250252
299,s29d1006,0.045818587
300,s30d1006,-0.004203015
301,s31d1006,0.028954128
302,s32d1006,0.015804473
303,s33d1006,0.013223836
304,s34d1006,0.010685491
305,s35d1006,-0.00348539
306,s36d1006,0.024401778
307,s37d1006,0.01182374
308,s38d1006,0.018422941
309,s39d1006,0.027122934
310,s40d1006,0.007116663
311,s41d1006,0.016460278
312,s42d1006,0.039290303
313,s43d1006,0.059232399
314,s44d1006,0.048622869
315,s45d1006,0.020187031
316,s46d1006,0.018946246
317,s47d1006,0.039442539
318,s48d1006,0.019345689
319,s49d1006,0.022190781
320,s50d1006,0.023762511
321,s51d1006,0.033634829
322,s52d1006,0.011512448
323,s53d1006,0.06649689
324,s0d1007,-0.035181936
325,s1d1007,-0.033333123
326,s2d1007,0.008927707
327,s3d1007,0.003825056
328,s4d1007,0.075838997
329,s5d1007,-0.013477987
330,s6d1007,-0.006275826
331,s7d1007,-0.02194472
332,s8d1007,-0.014186718
333,s9d1007,0.037500184
334,s10d1007,-0.015215996
335,s11d1007,-0.011665745
336,s12d1007,0.002765166
337,s13d1007,-0.031698195
338,s14d1007,-0.016391229
339,s15d1007,0.042835096
340,s16d1007,-0.019175089
341,s17d1007,0.015977048
342,s18d1007,-0.0101549
343,s19d1007,0.087687611
344,s20d1007,0.028468603
345,s21d1007,-0.033457845
346,s22d1007,-0.010624953
347,s23d1007,-0.027000253
348,s24d1007,-0.006280525
349,s25d1007,-0.01349627
350,s26d1007,0.003241982
351,s27d1007,-0.019267744
352,s28d1007,-0.024325681
353,s29d1007,-0.017379591
354,s30d1007,-0.007696654
355,s31d1007,-0.010847809
356,s32d1007,-0.018736842
357,s33d1007,-0.015199225
358,s34d1007,-0.002103104
359,s35d1007,-0.02946474
360,s36d1007,-0.014938733
361,s37d1007,-0.013764716
362,s38d1007,0.021790013
363,s39d1007,0.002930368
364,s40d1007,-0.042278623
365,s41d1007,-0.019805211
366,s42d1007,0.02516826
367,s43d1007,0.024362925
368,s44d1007,0.020530211
369,s45d1007,0.009156772
370,s46d1007,-0.010712195
371,s47d1007,-0.005201821
372,s48d1007,0.024375541
373,s49d1007,0.005586702
374,s50d1007,-0.005051346
375,s51d1007,0.005993932
376,s52d1007,-0.019447684
377,s53d1007,-0.022877665
378,s0d1008,-0.020693343
379,s1d1008,-0.00827756
380,s2d1008,-0.021820365
381,s3d1008,0.022979556
382,s4d1008,0.015888008
383,s5d1008,-0.010200174
384,s6d1008,-0.0062955
385,s7d1008,-0.028916399
386,s8d1008,0.0
387,s9d1008,-0.029419311
388,s10d1008,-0.012748077
389,s11d1008,-0.011155725
390,s12d1008,0.002765166
391,s13d1008,-0.008186564
392,s14d1008,-0.03231309
393,s15d1008,0.035511893
394,s16d1008,-0.011331369
395,s17d1008,0.0
396,s18d1008,-0.037899044
397,s19d1008,0.097271495
398,s20d1008,0.010710135
399,s21d1008,-0.022442791
400,s22d1008,-0.010664479
401,s23d1008,0.028860864
402,s24d1008,-0.011701631
403,s25d1008,-0.033313278
404,s26d1008,0.00108355
405,s27d1008,-0.012374891
406,s28d1008,-0.014380086
407,s29d1008,-0.015298883
408,s30d1008,0.015479966
409,s31d1008,-0.028139377
410,s32d1008,0.006914132
411,s33d1008,-0.00449749
412,s34d1008,-0.008464982
413,s35d1008,-0.005111167
414,s36d1008,-0.008393718
415,s37d1008,-0.000375752
416,s38d1008,-0.018916245
417,s39d1008,0.0
418,s40d1008,-0.026237031
419,s41d1008,0.064783236
420,s42d1008,0.025196999
421,s43d1008,0.044661225
422,s44d1008,0.100614832
423,s45d1008,0.006081733
424,s46d1008,-0.016903972
425,s47d1008,-0.025010658
426,s48d1008,0.013288102
427,s49d1008,0.004019947
428,s50d1008,-0.017158819
429,s51d1008,-0.002949349
430,s52d1008,-0.015306716
431,s53d1008,-0.013851496
432,s0d1009,0.01823242
433,s1d1009,0.0055479
434,s2d1009,0.010713614
435,s3d1009,0.015252392
436,s4d1009,0.010847809
437,s5d1009,0.00569568
438,s6d1009,0.003170725
439,s7d1009,0.000976574
440,s8d1009,0.005761092
441,s9d1009,0.030983239
442,s10d1009,0.003639959
443,s11d1009,-0.001181803
444,s12d1009,0.001373096
445,s13d1009,0.021266795
446,s14d1009,0.009087391
447,s15d1009,-0.030120917
448,s16d1009,0.001636991
449,s17d1009,0.0
450,s18d1009,-0.007795729
451,s19d1009,-0.001296322
452,s20d1009,0.001731818
453,s21d1009,-0.010243665
454,s22d1009,0.007872948
455,s23d1009,0.103403495
456,s24d1009,0.003613678
457,s25d1009,-0.01042304
458,s26d1009,0.003231505
459,s27d1009,0.02186256
460,s28d1009,0.005554831
461,s29d1009,-0.017918975
462,s30d1009,0.078981158
463,s31d1009,-0.002186128
464,s32d1009,0.039927054
465,s33d1009,-0.002270007
466,s34d1009,0.0
467,s35d1009,0.0
468,s36d1009,0.008041708
469,s37d1009,0.004527966
470,s38d1009,-0.054500966
471,s39d1009,-0.002921806
472,s40d1009,0.008213222
473,s41d1009,0.108083817
474,s42d1009,0.004468719
475,s43d1009,0.031453239
476,s44d1009,0.156605664
477,s45d1009,-0.001508126
478,s46d1009,-0.014802617
479,s47d1009,-0.006105313
480,s48d1009,-0.007318214
481,s49d1009,0.006354005
482,s50d1009,0.0
483,s51d1009,0.06546685
484,s52d1009,0.008330093
485,s53d1009,0.01170183
486,s0d1010,0.064357337
487,s1d1010,0.048092288
488,s2d1010,0.070241019
489,s3d1010,0.02996143
490,s4d1010,0.145247848
491,s5d1010,0.057273628
492,s6d1010,0.056966316
493,s7d1010,0.066501486
494,s8d1010,0.044671051
495,s9d1010,0.119437836
496,s10d1010,0.067345109
497,s11d1010,0.058193577
498,s12d1010,0.049590341
499,s13d1010,0.041509683
500,s14d1010,0.069809599
501,s15d1010,0.007741906
502,s16d1010,0.050739587
503,s17d1010,0.054300905
504,s18d1010,0.050845897
505,s19d1010,0.049549937
506,s20d1010,0.07862331
507,s21d1010,0.044152526
508,s22d1010,0.061821843
509,s23d1010,0.148776273
510,s24d1010,0.054646408
511,s25d1010,0.047717321
512,s26d1010,0.112916067
513,s27d1010,0.045306895
514,s28d1010,0.030661897
515,s29d1010,0.02895532
516,s30d1010,0.096328311
517,s31d1010,0.064587156
518,s32d1010,0.078970072
519,s33d1010,0.019438123
520,s34d1010,0.044776644
521,s35d1010,0.028935332
522,s36d1010,0.036147258
523,s37d1010,0.049397328
524,s38d1010,0.0285002
525,s39d1010,0.041047571
526,s40d1010,0.071500529
527,s41d1010,0.073191743
528,s42d1010,0.042463295
529,s43d1010,-0.010036385
530,s44d1010,0.085057893
531,s45d1010,0.042364643
532,s46d1010,0.039445572
533,s47d1010,0.063689695
534,s48d1010,0.058055757
535,s49d1010,0.115287196
536,s50d1010,0.037987211
537,s51d1010,0.166165505
538,s52d1010,0.047431881
539,s53d1010,0.053859289
540,s0d1011,0.044298981
541,s1d1011,0.012219873
542,s2d1011,0.038709922
543,s3d1011,0.031283833
544,s4d1011,0.039699097
545,s5d1011,0.1279635
546,s6d1011,0.069172776
547,s7d1011,0.0925917
548,s8d1011,0.025741057
549,s9d1011,0.066774863
550,s10d1011,0.034416883
551,s11d1011,-0.001183201
552,s12d1011,0.056401074
553,s13d1011,0.007721993
554,s14d1011,0.025532231
555,s15d1011,-0.009596956
556,s16d1011,0.053651087
557,s17d1011,0.141506257
558,s18d1011,0.000688252
559,s19d1011,0.053379103
560,s20d1011,0.05094694
561,s21d1011,0.049607918
562,s22d1011,0.04474468
563,s23d1011,0.051437288
564,s24d1011,0.046756807
565,s25d1011,0.014486701
566,s26d1011,0.203008716
567,s27d1011,-0.017051986
568,s28d1011,0.001841382
569,s29d1011,0.036491847
570,s30d1011,0.046405436
571,s31d1011,0.076917506
572,s32d1011,0.026710129
573,s33d1011,0.01637974
574,s34d1011,0.035932628
575,s35d1011,0.047166967
576,s36d1011,0.025758037
577,s37d1011,0.047315421
578,s38d1011,-0.000839688
579,s39d1011,0.037902625
580,s40d1011,0.068232728
581,s41d1011,-0.003649909
582,s42d1011,0.020001465
583,s43d1011,-0.028263647
584,s44d1011,0.005297138
585,s45d1011,0.039395339
586,s46d1011,0.017747409
587,s47d1011,0.053948386
588,s48d1011,0.02767982
589,s49d1011,0.104188883
590,s50d1011,-0.006089044
591,s51d1011,0.041906384
592,s52d1011,0.020061708
593,s53d1011,0.009258906
594,s0d1012,-0.025273442
595,s1d1012,-0.076980995
596,s2d1012,-0.002217659
597,s3d1012,-0.009696619
598,s4d1012,-0.080971595
599,s5d1012,0.048753057
600,s6d1012,0.005993932
601,s7d1012,0.022798893
602,s8d1012,-0.006897649
603,s9d1012,0.011137786
604,s10d1012,-0.028525246
605,s11d1012,-0.037596105
606,s12d1012,-0.007881763
607,s13d1012,-0.026267971
608,s14d1012,-0.049641826
609,s15d1012,-0.027442416
610,s16d1012,-0.003118343
611,s17d1012,0.14242916
612,s18d1012,0.000531133
613,s19d1012,-0.016149666
614,s20d1012,-0.013103472
615,s21d1012,-0.013868489
616,s22d1012,-0.000674929
617,s23d1012,-0.039277593
618,s24d1012,0.013816361
619,s25d1012,-0.005695615
620,s26d1012,0.061464144
621,s27d1012,-0.017214176
622,s28d1012,-0.002191828
623,s29d1012,-0.009380796
624,s30d1012,0.012644319
625,s31d1012,0.029283006
626,s32d1012,-0.048533508
627,s33d1012,-0.02705033
628,s34d1012,0.002051248
629,s35d1012,-0.004204819
630,s36d1012,-0.028262965
631,s37d1012,0.012214292
632,s38d1012,-0.013851866
633,s39d1012,0.011255512
634,s40d1012,0.001936147
635,s41d1012,-0.048716414
636,s42d1012,-0.03966516
637,s43d1012,-0.022905935
638,s44d1012,-0.020514956
639,s45d1012,0.0
640,s46d1012,-0.002530018
641,s47d1012,-0.00665253
642,s48d1012,-0.023009624
643,s49d1012,-0.010764008
644,s50d1012,-0.032636597
645,s51d1012,-0.015261415
646,s52d1012,-0.00494691
647,s53d1012,-0.054447923
648,s0d1013,-0.020760062
649,s1d1013,-0.029595385
650,s2d1013,-0.019521841
651,s3d1013,-0.013347731
652,s4d1013,-0.021672037
653,s5d1013,-0.018065413
654,s6d1013,-0.00882018
655,s7d1013,0.009811343
656,s8d1013,-0.008365028
657,s9d1013,0.006253062
658,s10d1013,0.0
659,s11d1013,0.074556871
660,s12d1013,0.003904741
661,s13d1013,0.002785089
662,s14d1013,-0.001471599
663,s15d1013,-0.000573036
664,s16d1013,-0.021600936
665,s17d1013,0.008261274
666,s18d1013,0.030996587
667,s19d1013,-0.028422746
668,s20d1013,0.017255736
669,s21d1013,-0.005781853
670,s22d1013,0.010876505
671,s23d1013,-0.016306976
672,s24d1013,0.021481251
673,s25d1013,0.017519661
674,s26d1013,-0.055360217
675,s27d1013,-0.006624651
676,s28d1013,0.038028162
677,s29d1013,-0.00274243
678,s30d1013,-0.000622655
679,s31d1013,0.036737508
680,s32d1013,-0.034957166
681,s33d1013,-0.02059278
682,s34d1013,0.008171363
683,s35d1013,-0.035722588
684,s36d1013,-0.011332638
685,s37d1013,0.004661344
686,s38d1013,0.045153957
687,s39d1013,0.016870704
688,s40d1013,0.02954574
689,s41d1013,-0.025612808
690,s42d1013,-0.006533425
691,s43d1013,-0.009569122
692,s44d1013,-0.014295101
693,s45d1013,0.021857398
694,s46d1013,0.026256073
695,s47d1013,-0.002081076
696,s48d1013,0.001789703
697,s49d1013,-0.019303814
698,s50d1013,0.002044921
699,s51d1013,-0.021446715
700,s52d1013,0.018898258
701,s53d1013,-0.01834793
702,s0d1014,-0.004630407
703,s1d1014,0.03122472
704,s2d1014,0.000889768
705,s3d1014,-0.002440328
706,s4d1014,0.009550464
707,s5d1014,0.008264111
708,s6d1014,0.014883288
709,s7d1014,0.026387499
710,s8d1014,-0.001395977
711,s9d1014,0.017320567
712,s10d1014,0.008011376
713,s11d1014,0.097959811
714,s12d1014,0.04762268
715,s13d1014,0.01604609
716,s14d1014,0.077602213
717,s15d1014,-0.014673269
718,s16d1014,0.0
719,s17d1014,-0.018553322
720,s18d1014,0.026571019
721,s19d1014,-0.005055496
722,s20d1014,0.060582649
723,s21d1014,0.006175404
724,s22d1014,0.01151504
725,s23d1014,-0.008839407
726,s24d1014,0.016182456
727,s25d1014,0.036895534
728,s26d1014,-0.016537812
729,s27d1014,-0.010008968
730,s28d1014,0.065604297
731,s29d1014,0.01824478
732,s30d1014,0.093005436
733,s31d1014,0.010164269
734,s32d1014,-0.010863126
735,s33d1014,0.018685132
736,s34d1014,0.008137857
737,s35d1014,0.007388418
738,s36d1014,0.02045141
739,s37d1014,0.006390253
740,s38d1014,0.054544836
741,s39d1014,0.002799771
742,s40d1014,0.04633002
743,s41d1014,0.00186404
744,s42d1014,0.041303468
745,s43d1014,0.009992686
746,s44d1014,-0.003740333
747,s45d1014,0.017409812
748,s46d1014,0.050043962
749,s47d1014,0.005021088
750,s48d1014,0.00723859
751,s49d1014,-0.003629037
752,s50d1014,0.004085587
753,s51d1014,-0.054264061
754,s52d1014,0.040153241
755,s53d1014,0.032906074
756,s0d1015,0.010136905
757,s1d1015,0.048955465
758,s2d1015,0.01900466
759,s3d1015,0.007377232
760,s4d1015,0.015825425
761,s5d1015,0.010218179
762,s6d1015,0.026696003
763,s7d1015,0.011484549
764,s8d1015,0.005631453
765,s9d1015,0.004663856
766,s10d1015,0.032398857
767,s11d1015,0.035240852
768,s12d1015,0.037613267
769,s13d1015,0.025005723
770,s14d1015,0.06158418
771,s15d1015,0.026243191
772,s16d1015,0.011045416
773,s17d1015,0.013663478
774,s18d1015,0.022180562
775,s19d1015,0.012714218
776,s20d1015,0.04038784
777,s21d1015,0.011969063
778,s22d1015,0.00739645
779,s23d1015,0.060774336
780,s24d1015,0.004205902
781,s25d1015,0.052930792
782,s26d1015,0.02363339
783,s27d1015,0.053983769
784,s28d1015,0.035564212
785,s29d1015,0.025446682
786,s30d1015,0.077499382
787,s31d1015,-0.013785051
788,s32d1015,0.005899582
789,s33d1015,0.031994247
790,s34d1015,0.006070511
791,s35d1015,0.052348714
792,s36d1015,-0.000225918
793,s37d1015,0.0149894
794,s38d1015,0.017597627
795,s39d1015,-0.005530269
796,s40d1015,0.026851781
797,s41d1015,0.025350043
798,s42d1015,0.041662526
799,s43d1015,0.027822787
800,s44d1015,0.035111441
801,s45d1015,0.007133875
802,s46d1015,0.08785496
803,s47d1015,0.038365473
804,s48d1015,0.01792411
805,s49d1015,0.01093477
806,s50d1015,-0.003056923
807,s51d1015,0.027401589
808,s52d1015,0.029524207
809,s53d1015,0.064253472
810,s0d1016,0.048374118
811,s1d1016,0.031474017
812,s2d1016,0.027529011
813,s3d1016,0.024533738
814,s4d1016,0.041011158
815,s5d1016,0.017414132
816,s6d1016,0.017588365
817,s7d1016,0.052305602
818,s8d1016,0.006955266
819,s9d1016,-0.001543151
820,s10d1016,0.056484686
821,s11d1016,-0.006904125
822,s12d1016,0.007572842
823,s13d1016,0.005493024
824,s14d1016,0.038785431
825,s15d1016,0.037805114
826,s16d1016,0.017185227
827,s17d1016,0.051345995
828,s18d1016,-0.015788413
829,s19d1016,0.035536922
830,s20d1016,0.015645548
831,s21d1016,0.044322038
832,s22d1016,0.008707648
833,s23d1016,0.089182388
834,s24d1016,0.00754803
835,s25d1016,0.018407978
836,s26d1016,0.03270787
837,s27d1016,0.037598134
838,s28d1016,-0.012053114
839,s29d1016,0.023134964
840,s30d1016,0.013136598
841,s31d1016,0.034197527
842,s32d1016,0.065929398
843,s33d1016,0.004921042
844,s34d1016,0.00808881
845,s35d1016,0.018339891
846,s36d1016,0.003562531
847,s37d1016,0.020106826
848,s38d1016,-0.003137893
849,s39d1016,0.01109916
850,s40d1016,0.054424819
851,s41d1016,0.035312584
852,s42d1016,0.069661274
853,s43d1016,0.009511359
854,s44d1016,0.114115711
855,s45d1016,0.045659149
856,s46d1016,0.038182703
857,s47d1016,0.067058295
858,s48d1016,0.052158193
859,s49d1016,0.029132039
860,s50d1016,0.001023533
861,s51d1016,0.12294879
862,s52d1016,-0.004413092
863,s53d1016,0.085328934
864,s0d1017,0.030113056
865,s1d1017,-0.025248434
866,s2d1017,0.028417987
867,s3d1017,0.036636153
868,s4d1017,0.014535157
869,s5d1017,0.052633773
870,s6d1017,0.028906827
871,s7d1017,0.047600374
872,s8d1017,0.023770841
873,s9d1017,0.010840316
874,s10d1017,0.067851328
875,s11d1017,0.004789784
876,s12d1017,0.0
877,s13d1017,-0.016488353
878,s14d1017,0.034536124
879,s15d1017,0.007780622
880,s16d1017,0.026515005
881,s17d1017,0.043124889
882,s18d1017,-0.019738153
883,s19d1017,0.043977313
884,s20d1017,0.0023347
885,s21d1017,0.032781773
886,s22d1017,0.010680482
887,s23d1017,0.002085389
888,s24d1017,0.022611228
889,s25d1017,0.0
890,s26d1017,0.044319349
891,s27d1017,-0.020185672
892,s28d1017,-0.017721513
893,s29d1017,0.010730606
894,s30d1017,0.055686972
895,s31d1017,0.053904721
896,s32d1017,0.06867548
897,s33d1017,0.004870912
898,s34d1017,0.022129762
899,s35d1017,-0.012755091
900,s36d1017,0.002472689
901,s37d1017,0.021798641
902,s38d1017,-0.008646653
903,s39d1017,0.061102593
904,s40d1017,0.053205557
905,s41d1017,-0.000912884
906,s42d1017,0.044210873
907,s43d1017,-0.01165481
908,s44d1017,0.078175599
909,s45d1017,0.049583401
910,s46d1017,-0.010560718
911,s47d1017,0.026505777
912,s48d1017,0.04753133
913,s49d1017,0.054795253
914,s50d1017,0.012265184
915,s51d1017,0.077332044
916,s52d1017,-0.014338763
917,s53d1017,0.151487199
918,s0d1018,-0.018633722
919,s1d1018,-0.020858989
920,s2d1018,-0.018581352
921,s3d1018,0.008386613
922,s4d1018,-0.053534278
923,s5d1018,0.051364805
924,s6d1018,0.017284361
925,s7d1018,-0.015165397
926,s8d1018,0.019333402
927,s9d1018,0.01085707
928,s10d1018,0.040931366
929,s11d1018,0.003740401
930,s12d1018,-0.010024675
931,s13d1018,-0.029818725
932,s14d1018,-0.009337068
933,s15d1018,0.055187528
934,s16d1018,0.004619201
935,s17d1018,-0.005146451
936,s18d1018,-0.008020843
937,s19d1018,0.023282111
938,s20d1018,-0.030047413
939,s21d1018,-0.004244366
940,s22d1018,0.005311874
941,s23d1018,-0.009208352
942,s24d1018,0.035771321
943,s25d1018,-0.020482304
944,s26d1018,0.060630009
945,s27d1018,-0.043543596
946,s28d1018,-0.039989323
947,s29d1018,-0.017289903
948,s30d1018,0.042841618
949,s31d1018,0.058375675
950,s32d1018,0.05710179
951,s33d1018,-0.007123495
952,s34d1018,0.010021628
953,s35d1018,-0.016723046
954,s36d1018,-0.016641685
955,s37d1018,-0.008298412
956,s38d1018,-0.012578128
957,s39d1018,0.060454484
958,s40d1018,0.0061267
959,s41d1018,-0.053854175
960,s42d1018,0.01102058
961,s43d1018,-0.021107319
962,s44d1018,-0.033692707
963,s45d1018,0.021827092
964,s46d1018,-0.036330903
965,s47d1018,-0.019908289
966,s48d1018,0.027349416
967,s49d1018,0.070065885
968,s50d1018,0.0
969,s51d1018,-0.009721972
970,s52d1018,-0.004800774
971,s53d1018,0.144649689
972,s0d1019,-0.069973292
973,s1d1019,-0.04513121
974,s2d1019,-0.050086085
975,s3d1019,-0.048296006
976,s4d1019,-0.032752049
977,s5d1019,-0.05191904
978,s6d1019,-0.061789822
