,0
271,-0.015270919673070978
272,-0.009289686139129406
273,-0.009369702783884465
274,-0.010364226256025687
275,-0.008008732142303358
276,-0.007975419563722557
277,-0.00915958189425745
278,-0.010533448404522833
279,-0.00876345659499306
280,-0.00841951939683011
281,-0.008053041043459502
282,-0.007366673798443147
283,-0.008098701758409668
284,-0.007058380585964223
285,-0.008488717145514102
286,-0.015043734400693568
287,-0.009566709448458756
288,-0.009124949811009102
289,-0.01145513804539031
290,-0.014761802447865707
291,-0.01681704108324793
292,-0.007521204219118095
293,-0.011539309623626832
294,-0.0087011226106762
295,-0.00836863543156785
296,-0.007331393728228488
297,-0.010456620319064625
298,-0.01237858438942355
299,-0.0064798244714743755
300,-0.006187885251975268
301,-0.006228285157080186
302,-0.006618361033091009
303,-0.004657754205960962
304,-0.010263239359508926
305,-0.007347426882615825
306,-0.006522292540098635
307,-0.006007141819442192
308,-0.006036899432737587
309,-0.004678966640423943
310,-0.00435076262533223
311,-0.007035810722931869
312,-0.008657309896835195
313,-0.010230172204408455
314,-0.006052465369975706
315,-0.006032139679801181
316,-0.008289692147887351
317,-0.007304749473745004
318,-0.0049198769155690564
319,-0.005587911211085256
320,-0.0041294431212864306
321,-0.005155282082530027
322,-0.0044245013773688315
323,-0.004439236224015701
324,-0.003448548866362663
325,-0.0031788882088104736
326,-0.003887190225701987
327,-0.0033291182011356626
328,-0.005018017088792039
329,-0.004378542632448653
330,-0.005684917493076851
331,-0.0046658394164737094
332,-0.0035983322630843417
333,-0.004752751608077525
334,-0.0036993375458461257
335,-0.003450667781798901
336,-0.003394192332690643
337,-0.0022665301948427852
338,-0.0025446656228170234
339,-0.003571105363856953
340,-0.0042871836786447515
341,-0.005056784486023449
342,-0.007566713638684325
343,-0.012082231874721544
344,-0.007558340230869582
345,-0.008782655382585275
346,-0.00858079300175938
347,-0.01022617528910041
348,-0.010132081367317098
349,-0.008128392140907725
350,-0.007876143089551686
351,-0.007747959722732111
352,-0.0068180294643873565
353,-0.008740837160546112
354,-0.008312324159952146
355,-0.010378482790833005
356,-0.012546547895796761
357,-0.009907923087898476
358,-0.007530860942261729
359,-0.011059430583123014
360,-0.013749845550561236
361,-0.013704856875897516
362,-0.011605300744276806
363,-0.011451271192325828
364,-0.0071631682794435075
365,-0.008023827201191788
366,-0.009682213967761415
367,-0.010627234115067021
368,-0.010372481940438313
369,-0.018272708935264424
370,0.0010774715341529345
371,-0.021358236619413797
372,-0.018866208039325975
373,-0.0110307289882613
374,-0.010618620449105772
375,-0.009557362396298518
376,-0.008735035858891392
377,-0.006470161042599612
378,-0.00814854198725365
379,-0.009361582937345701
380,-0.0057423371713472195
381,-0.008410738655646656
382,-0.0056527984158908275
383,-0.0053563260064648024
384,-0.007891496598665261
385,-0.005446782010402487
386,-0.005382618657931841
387,-0.0062519783159726335
388,-0.005702703923276341
389,-0.007608865486871586
390,-0.006409452281086829
391,-0.005909900887853646
392,-0.006071692126516669
393,-0.005241023789253889
394,-0.004746490232060507
395,-0.006186285477824523
396,-0.0061507041988605946
397,-0.005020533461181413
398,-0.005600765471746268
399,-0.0034583475190615373
400,-0.008123285648470348
401,-0.005372027557582353
402,-0.0051027943251321164
403,-0.004590837899212564
404,-0.004481505785135989
405,-0.005047688950113038
406,-0.007499124611418337
407,-0.006616002812355474
408,-0.006572588558047812
409,-0.006096196794065777
410,-0.005495220510639236
411,-0.007202113429222383
412,-0.004826613124934171
413,-0.0062065092578118455
414,-0.004715847546934895
415,-0.004630300054935964
416,-0.004239817853607044
417,-0.004880168237025027
418,-0.0042721205212242
419,-0.00658795032575977
420,-0.00715261875943189
421,-0.008094389681411318
422,-0.0076693271130699875
423,-0.004725439466812996
424,-0.00469833015289998
425,-0.006237936106864336
426,-0.005618752108029489
427,-0.006001862168659262
428,-0.005099157128660195
429,-0.0037731037576851888
430,-0.0032190424356897465
431,-0.010128289494276018
432,-0.007493784835480188
433,-0.008433426566646635
434,-0.007426260698334476
435,-0.008728373101022879
436,-0.01091311048496478
437,-0.012136321728997822
438,-0.012744682632015628
439,-0.011304384968454241
440,-0.010154332864090801
441,-0.014933721341990638
442,-0.010662007400326252
443,-0.009890895564667206
444,-0.008434747585414095
445,-0.0075320612222482194
446,-0.008210674583887145
447,-0.0077816053497777645
448,-0.006394074541061749
449,-0.006419155525380554
450,-0.009028036230250152
451,-0.00629401238305137
452,-0.006864114108990236
453,-0.007739893183017226
454,-0.008684819952374979
455,-0.008684483341706043
456,-0.00868538740150423
457,-0.010580859724044368
458,-0.008240922182264123
459,-0.012104598423362888
460,-0.00681187756707765
461,-0.009700176348399273
462,-0.011821837723235463
463,-0.0066880345659267
464,-0.007341532071411616
465,-0.0074960009532969215
466,-0.006733236989802629
467,-0.005766273370615206
468,-0.005754738612905375
469,-0.0042249376475948335
470,-0.009213489063220157
471,-0.004534815445185197
472,-0.007432485364513715
473,-0.004085940841081347
474,-0.005322546955876082
475,-0.007568461187130065
476,-0.005338254899679975
477,-0.0046628482979123465
478,-0.004095423864252424
479,-0.0035766644409178875
480,-0.009969986659591493
481,-0.007584125207006414
482,-0.006890114182322838
483,-0.005389165011709109
484,-0.005806841667719106
485,-0.004239519722265802
486,-0.004329040184351615
487,-0.006242439502372226
488,-0.007666325072309575
489,-0.005828312801512529
490,-0.006099265809096343
491,-0.00441903671232995
492,-0.004515621315821948
493,-0.003849862091946944
494,-0.0050546914574012645
495,-0.00483211712739056
496,-0.004541674956120361
497,-0.004725421266394542
498,-0.006859869055760951
499,-0.00370482630978102
500,-0.003940620681608761
501,-0.009856343260604809
502,-0.016761398780926265
503,-0.0129901012767203
504,-0.011721524441094859
505,-0.012061141505407658
506,-0.009878110884708188
507,-0.007431785926786474
508,-0.00529206165662034
509,-0.008523141431895363
510,-0.007372436102837438
511,-0.011871303233232641
512,-0.0112811859053772
513,-0.009260776410560364
514,-0.010889028377079689
515,-0.010889234019121622
516,-0.01078787129686673
517,-0.012007192180339927
518,-0.011264056877590998
519,-0.008965714173325128
520,-0.011375131621516398
521,-0.010103141662722387
522,-0.007659048998779169
523,-0.008413663274729524
524,-0.006321947241042082
525,-0.00547368004353441
526,-0.007031716725135358
527,-0.0064145903599642316
528,-0.004717668678921903
529,-0.006863953571353866
530,-0.006898370034869025
531,-0.005501593364640893
532,-0.010163446232054878
533,-0.0055131215562067605
534,-0.0048000526005897055
535,-0.006332077086473332
536,-0.006320487573179085
537,-0.0056286183744133095
538,-0.004952385520189716
539,-0.00395582602153695
540,-0.004558236951809461
541,-0.0030412953680516597
542,-0.003082516099466654
543,-0.0037253010199101485
544,-0.0030816159989229524
545,-0.005267921996977662
546,-0.004881925478344786
547,-0.004501992231562708
548,-0.004501851438780083
549,-0.0036793426625830877
550,-0.003927126382790247
551,-0.005211020153273009
552,-0.0031025012115171967
553,-0.0033802666173675614
554,-0.007127841069537299
555,-0.010570226555469027
556,-0.005947124520602018
557,-0.00483825207207618
558,-0.0044477217168210365
559,-0.0047315169095800275
560,-0.004914554628498087
561,-0.004749154369287474
562,-0.007143805312430021
563,-0.00500532476688877
564,-0.005564680564240062
565,-0.0037391989568060207
566,-0.004271992199014052
567,-0.00492342226513906
568,-0.004512273926344134
569,-0.0036712934023080176
570,-0.007414071089184184
571,-0.005348388853431321
572,-0.003957396730569086
573,-0.0030729545297025797
574,-0.004158059011691997
575,-0.0032743357847374
576,-0.003355870351732383
577,-0.0039957701496150366
578,-0.00583408435241432
579,-0.004738123707236775
580,-0.00399339208618469
581,-0.0036207400120334653
582,-0.003696827958150753
583,-0.003399304903644141
584,-0.003938517904647599
585,-0.0037532744082284727
586,-0.004657784885702482
587,-0.003642617200163751
588,-0.003988730940023524
589,-0.004232943580378545
590,-0.005089353689802303
591,-0.005390677985867402
592,-0.005221257500396471
593,-0.004817867567247376
594,-0.005641336764451494
595,-0.006466573736015984
596,-0.0046556998658223905
597,-0.006084950692210279
598,-0.0054120145735294615
599,-0.011282621586682102
600,-0.01692184011147669
601,-0.011550063985117577
602,-0.011693999919399404
603,-0.010023180232829634
604,-0.011120119921268521
605,-0.013267349236928804
606,-0.014551362940059653
607,-0.012360175037195616
608,-0.013581988195258337
609,-0.011761064487406513
610,-0.01438692186601545
611,-0.014480189639131669
612,-0.02562696563811502
613,-0.024541130584750086
614,-0.018671134704834176
615,-0.0169715757050131
616,-0.021655675061656457
617,-0.018074218672620247
618,-0.014552390429619078
619,-0.019072366809096714
620,-0.01744237730264245
621,-0.015271387345643303
622,-0.017398892792256176
623,-0.01655668251572318
624,-0.013518758686750725
625,-0.0007378626296301394
626,-0.029349717266343806
627,-0.028932738801466372
628,0.0054874955339164104
629,-0.028224028055424497
630,-0.03556411272262921
631,-0.027634004243474848
632,-0.03180647506710144
633,-0.023790877265511365
634,-0.02662856275474476
635,-0.02811887747518125
636,-0.02380283127615708
637,-0.030041292002880277
638,-0.022726054348942638
639,-0.025459896145231538
640,-0.021848767273458636
641,-0.036254095997859496
642,-0.038550839108428464
643,-0.038525412613603593
644,-0.019891051687221706
645,-0.02542859149146215
646,-0.021957643962714296
647,-0.0347575181214961
648,-0.027362682278637168
649,-0.03614950583064025
650,-0.023447453662311414
651,-0.018153767033630246
652,-0.019001629970750104
653,-0.016751292585933695
654,-0.018825675466594267
655,-0.019975334157282382
656,-0.020442816779267434
657,-0.019333289300566388
658,-0.023383396820350316
659,-0.025089186916893158
660,-0.024034217667650577
661,-0.020819294370844205
662,-0.022929558670193344
663,-0.028276103336187297
664,-0.02910146152868618
665,-0.02166817315354659
666,-0.018232780818633467
667,-0.0198918218734458
668,-0.016949000187130116
669,-0.018677528005433895
670,-0.018836284048696854
671,-0.016663117102544606
672,-0.021317661228754923
673,-0.03706911463246526
674,-0.03175547118477853
675,-0.030161929956130304
676,-0.022262415546103483
677,-0.0446239136958004
678,-0.036386746999631056
679,-0.036851990800677775
680,-0.06051298492451395
681,-0.010411907144544465
682,-0.0501483984194115
683,-0.04682232112468219
684,-0.05221935189950493
685,-0.04179135610707043
686,-0.03521988619233208
687,-0.026862148945480557
688,-0.037224764720828515
689,-0.03703957831080149
690,-0.04131443584358372
691,-0.04549181011876559
692,-0.02820902452503226
693,-0.04608768869131191
694,-0.03815423238756451
695,-0.035611422314077906
696,-0.05157144384444253
697,-0.05851351811062292
698,-0.0421543285563179
699,-0.03384182378535293
700,-0.0035479923490589205
701,-0.003089692388565702
702,-0.004121238429185806
703,-0.0034968018572909074
704,-0.0014131375468837163
705,-0.0016704019948010785
706,-0.0019602633607471547
707,-0.003480081210729364
708,-0.0032487611121714503
709,-0.002858177768216015
710,-0.00206555216627953
711,-0.0034135907324008632
712,-0.0031225915680795358
713,-0.0031793720635602055
714,-0.004792712163189357
715,-0.006395096525483705
716,-0.003361563378605447
717,-0.003426823639257401
718,-0.003416128433546148
719,-0.0034432150256125758
720,-0.00194740462759147
721,-0.005198146743339207
722,-0.0052547337192919066
723,-0.0053412030631726365
724,-0.005736223003921249
725,-0.0024837216656053065
726,-0.0037680488304323804
727,-0.003226993773301568
728,-0.0023684004886728553
729,-0.0024203093095916655
730,-0.0035866540790163905
731,-0.002765844347989573
732,-0.0034971233756949556
733,-0.004411773529325079
734,-0.004016519369340015
735,-0.002983478749486755
736,-0.003912174115071063
737,-0.00510632869008054
738,-0.002737759159985722
739,-0.005869664465348149
740,-0.005310208912307716
741,-0.003642509566336898
742,-0.003160159587948498
743,-0.0018651518870587535
744,-0.002309973479135797
745,-0.001784655587115225
746,-0.003614023722243353
747,-0.004009226933255384
748,-0.001375091632773352
749,-0.0014417309601469797
750,-0.0024174511878428135
751,-0.005735822609129339
752,-0.0033712751072197
753,-0.0024928296569699405
754,-0.00572721739540267
755,-0.0008874392515005117
756,-0.0015188565907834108
757,-0.002519084670480117
758,-0.0010248475222675024
759,-0.004095287859974754
760,-0.006497161280900613
761,-0.004495160325587388
762,-0.004125196635086557
763,-0.009706947009671323
764,-0.005839781790579552
765,-0.004428978455722545
766,-0.007796145968858137
767,-0.004596094544465185
768,-0.0024792736271013385
769,-0.0036299928671680547
770,-0.0040347207761456255
771,-0.00305096957321189
772,-0.005435340181367692
773,-0.0032560319817303302
774,-0.0015033381453730954
775,-0.0019356822243146304
776,-0.003992192015130102
777,-0.0024924254265014933
778,-0.002470393229749285
779,-0.0025830769604859756
780,-0.005396424735126833
781,-0.0015446554882828298
782,-0.0019610473251269085
783,-0.0036790615517947305
784,-0.0046637854802421795
785,-0.003179441201002893
786,-0.003270492104012446
787,-0.00133906566082695
788,-0.003115299696866105
789,-0.005264867750099992
790,-0.007245754161008885
791,-0.005908498635968526
792,-0.003140510618589774
793,-0.0030599343235679366
794,-0.005528952981303119
795,-0.0037465819132384594
796,-0.0037097702699830423
797,-0.005791307301883633
798,-0.005179409182346904
799,-0.003137850048611222
800,-0.0017436230094657343
801,-0.0031302724312624874
802,-0.003470306649688216
803,-0.002142673490148324
804,-0.00102127748616515
805,-0.0016687229747714511
806,-0.0028005862424743296
807,-0.0028259373026025512
808,-0.003475934442410124
809,-0.0015968463192627324
810,-0.001873635226753356
811,-0.005963594783039303
812,-0.0045291160000789695
813,-0.002114829558339807
814,-0.0022204387404002306
815,-0.0027177078621311596
816,-0.0030885944362406045
817,-0.0010512461773085442
818,-0.0034542321690058404
819,-0.004045591019297657
820,-0.001879300272873764
821,-0.0041982250485265715
822,-0.004004323030925938
823,-0.003979454419633734
824,-0.0026921702769724457
825,-0.004820305127312808
826,-0.00339101652955095
827,-0.0037730380389284033
828,-0.0035699065810934176
829,-0.001375189982595365
830,-0.0018057794675558746
831,-0.006637587879579132
832,-0.004143777151409825
833,-0.002774959257720786
834,-0.003269403996194912
835,-0.0021333329705255435
836,-0.00531947370658075
837,-0.0039988578635760195
838,-0.0032049587993186867
839,-0.002498347561740024
840,-0.00218607690758244
841,-0.0022593878399180516
842,-0.0033000330363491433
843,-0.004177369480864116
844,-0.0032806274714088073
845,-0.001751960206834973
846,-0.003513747334602281
847,-0.0035610585479422807
848,-0.003236865447502771
849,-0.002151013967231181
850,-0.003243865527954217
851,-0.0036750483148094027
852,-0.0039492734874702114
853,-0.002711841782348968
854,-0.0048972284333944835
855,-0.004060127036733738
856,-0.0036412502452435862
857,-0.0054022921865450515
858,-0.003962129047387844
859,-0.004111971444104632
860,-0.003273813121073341
861,-0.0034563132456022078
862,-0.002307164308124837
863,-0.0026713473098978185
864,-0.003772509946095919
865,-0.0032745767338286363
866,-0.0021454138257343564
867,-0.002814777016869519
868,-0.0017632307880334486
869,-0.0017749714857857209
870,-0.003083604552445265
871,-0.0017154852005633664
872,-0.0020944722027163073
873,-0.005549436323260036
874,-0.0026563457588357573
875,-0.005167102112307205
876,-0.004340457593526033
877,-0.0020302884903573883
878,-0.005174772295763961
879,-0.005640325676156133
880,-0.002632593335289807
881,-0.009202369782705307
882,-0.005846946442312338
883,-0.005140113130103312
884,-0.0051364424770824115
885,-0.0028725468422749357
886,-0.005982276197939571
887,-0.004265650375305661
888,-0.006636845459583677
889,-0.004141973655437814
890,-0.0043938540063688785
891,-0.004818990441239481
892,-0.0047908474976198785
893,-0.003999316278822265
894,-0.010101091472549367
895,-0.010246417497387153
896,-0.006906951933455046
897,-0.01018430230242786
898,-0.006334487477587594
899,-0.006763888397293083
900,-0.005427984718306422
901,-0.004272591539287477
902,-0.006365555120022825
903,-0.00823027281472499
904,-0.005537584815645029
905,-0.007207298122728984
906,-0.00849866977060471
907,-0.006244061665223366
908,-0.004432380775231604
909,-0.0059438461002022745
910,-0.007579996131496999
911,-0.009224116860130374
912,-0.009655593949560271
913,-0.00485996776938879
914,-0.0071310936196112285
915,-0.01061198275030516
916,-0.00789901769107809
917,-0.006173260281340326
918,-0.007924485546930631
919,-0.009000085084784398
920,-0.00807389091527697
921,-0.0071280687174440464
922,-0.007367813720567596
923,-0.00701141852159199
924,-0.0139702774430056
925,-0.007420830099895286
926,-0.00898984586540802
927,-0.01007390479729868
928,-0.0070274159967831495
929,-0.007540387747105165
930,-0.0055065266626306755
931,-0.010125233611040587
932,-0.013478801649775947
933,-0.007134053786509836
934,-0.006401965659459814
935,-0.008751694749223752
936,-0.011210457680081828
937,-0.009602987570729563
938,-0.00953569187345848
939,-0.0074236700828015
940,-0.014571507873048496
941,-0.012013458754001116
942,-0.01374772635455004
943,-0.0074896199894524795
944,-0.010403097151024752
945,-0.01092140754421754
946,-0.009141328943932653
947,-0.008469397816023048
948,-0.009286171527932261
949,-0.010176629132690903
950,-0.010180910895854108
951,-0.010560461197621142
952,-0.007708497120506787
953,-0.013249152537484231
954,-0.010400286866072785
955,-0.011202376561332092
956,-0.00896503943693595
957,-0.015959017576499798
958,-0.010524236780065557
959,-0.007178627950137118
960,-0.010880492212566335
961,-0.008523130674768576
962,-0.006856975013333036
963,-0.009059556058239548
964,-0.006944464647922949
965,-0.007639639244002501
966,-0.006143681903945942
967,-0.009968217509825121
968,-0.014445449342565836
969,-0.012077169255928558
970,-0.00995155570298386
971,-0.015998628775387325
972,-0.011056149965418479
973,-0.010424907534038418
974,-0.012689054882316197
975,-0.011841142366472341
976,-0.008544310353777116
977,-0.010932223187331749
978,-0.009472277152281482
979,-0.012811567272272954
980,-0.012847184870815515
981,-0.008829147671013216
982,-0.011364165583803227
983,-0.00831187754655398
984,-0.007567493983535305
985,-0.005971614038504875
986,-0.0058356471834136135
987,-0.006343632386415573
988,-0.010125282140390192
989,-0.005361294448398573
990,-0.009526845112159987
991,-0.009375141788681401
992,-0.009806494392809856
993,-0.00813494473609343
994,-0.007346979313597431
995,-0.005257654852445672
996,-0.00725163448867013
997,-0.007299713502210783
998,-0.0034254069551381532
999,-0.008065396934869849
1000,-0.007815494232385797
1001,-0.010078108024168916
1002,-0.01177387295419599
1003,-0.007101227637387098
1004,-0.006556824417720493
1005,-0.007421646108966486
1006,-0.010021019061444127
1007,-0.005790567932791467
1008,-0.006480698512041817
1009,-0.006133197931517497
1010,-0.0055774148553525155
1011,-0.010503633492610624
1012,-0.010341011351639229
1013,-0.006735165435296954
1014,-0.007418406162867907
1015,-0.006075512031716647
1016,-0.013707422436071696
1017,-0.01640211830610914
1018,-0.017531477294106784
1019,-0.011786378358353937
1020,-0.009836767267572277
1021,-0.007175955010142104
1022,-0.011527210002523176
1023,-0.009211698243198766
1024,-0.00386247167710811
1025,-0.007440747012737217
1026,-0.008137118112659719
1027,-0.008760208883546002
1028,-0.01100102422657821
1029,-0.009749337103113813
1030,-0.011426131728560981
1031,-0.010785994307643473
1032,-0.005295296959185384
1033,-0.0043944972549512275
1034,-0.011311994686870552
1035,-0.012567087066814354
1036,-0.00961625050650301
1037,-0.008003994767573276
1038,-0.012130818229876883
1039,-0.013107461875287274
1040,-0.012773994287083288
1041,-0.010946671142037585
1042,-0.010479005915154018
1043,-0.010656827669138513
1044,-0.00956332238710323
1045,-0.009614930855766767
1046,-0.012779604569059282
1047,-0.009805161272242503
1048,-0.01650066284900895
1049,-0.010950913173335554
1050,-0.011886331596358882
1051,-0.011752906610023508
1052,-0.014053025961356328
1053,-0.010650389633018537
1054,-0.011989547423306438
1055,-0.0124421285670556
1056,-0.012121259422362158
1057,-0.012926773057703955
1058,-0.013399692663154009
1059,-0.007681454567581399
1060,-0.008947283391812444
1061,0.005261009147182376
1062,-0.018167156201618642
1063,-0.014282454183435659
1064,-0.016377349958752726
1065,-0.016927926992549417
1066,-0.01607807376106941
1067,-0.014223221758896107
1068,-0.015081266541002745
1069,-0.013514827406659737
1070,-0.011836138809856931
1071,-0.015008112058372047
1072,-0.019102876291845153
1073,-0.01602801367499276
1074,-0.012370404808924873
1075,-0.012443866143320895
1076,-0.015036909367510586
1077,-0.014355108950861693
1078,-0.014289356175664729
1079,-0.012659506026551394
1080,-0.011908420510290462
1081,-0.009731542428084765
1082,-0.016701680464556043
1083,-0.013114727375280084
1084,-0.010489427470043087
1085,-0.013032913077530916
1086,-0.020072258269762715
1087,-0.013161491478483306
1088,-0.010376022999268899
1089,-0.010698035498444228
1090,-0.008775096090110722
1091,-0.012348940411302446
1092,-0.012640116555049707
1093,-0.012991914524207806
1094,-0.01207993189630965
1095,-0.009424074792117655
1096,-0.010423874407036772
1097,-0.0193967644807959
1098,-0.0072852197741221595
1099,-0.010643043569799372
1100,-0.0075439190398348815
1101,-0.007229014729554619
1102,-0.006796815593854233
1103,-0.01299765421127723
1104,-0.008961273657332467
1105,-0.01669028780310176
1106,-0.01578337733278608
1107,-0.02158085357069174
1108,-0.017446370479072805
1109,-0.01782185520664423
1110,-0.01549468912104962
1111,-0.011881943089596947
1112,-0.00999545544828331
1113,-0.012500080914966665
1114,-0.006363052927678208
1115,-0.009668674120761427
1116,-0.0068683850037174286
1117,-0.013112760498852467
1118,-0.01243864689422854
1119,-0.012239150932404585
1120,-0.01446919372252695
1121,-0.015805676859068973
1122,-0.025245416298034964
1123,-0.02030125097393178
1124,-0.017427743877372677
1125,-0.01768673265714543
1126,-0.016611123702708355
1127,-0.009917055335615675
1128,-0.013767786933381591
